NOC,Year,Total_Athletes,Total_Medals,GDP,Population
PAN,2016,10,0,59760858700.0,4029086.0
PER,1960,31,0,2571986572.12719,10174127.0
PER,1964,31,0,4353664866.67985,11427978.0
PER,1968,28,0,5736083835.29034,12803993.0
PER,1972,20,0,9189413409.28138,14210147.0
PER,1976,13,0,16131958850.6444,15716809.0
PER,1980,28,0,18136838537.725,17360949.0
PER,1984,35,1,17600400384.5073,19174716.0
PER,1988,21,12,15439408447.2,21054702.0
PER,1992,16,1,35966302303.263,22946340.0
PER,1996,29,0,55252414130.3019,24811171.0
PER,2000,21,0,51744749133.213,26598331.0
PER,2004,12,0,66768703497.5687,27852190.0
PER,2008,13,0,120550599815.441,28719041.0
PER,2010,3,0,147527631520.729,29086019.0
PER,2012,16,0,192650021648.583,29550366.0
PER,2014,3,0,200786250582.943,30115826.0
PER,2016,29,0,191898104390.379,30866494.0
PLW,2000,5,0,149551484.375,19178.0
PLW,2004,4,0,166363734.375,19820.0
PLW,2008,5,0,199046109.375,19009.0
PLW,2012,5,0,214928296.875,17765.0
PLW,2016,5,0,303326125.0,17797.0
PNG,1976,6,0,1511843235.49111,2877327.0
PNG,1984,7,0,2552662617.18854,3405198.0
PNG,1988,11,0,3656177880.70625,3711880.0
PNG,1992,13,0,4377980510.05598,4166699.0
PNG,1996,11,0,5155311077.38998,4813361.0
PNG,2000,5,0,3521339699.07407,5537064.0
PNG,2004,4,0,3927157866.96465,6328041.0
PNG,2008,7,0,11670892800.5309,7183002.0
PNG,2012,8,0,21295168665.7247,8081390.0
PNG,2016,8,0,20758876952.6232,8961718.0
POL,1992,254,46,94337050693.2727,38363667.0
POL,1994,28,0,110803635287.621,38542652.0
POL,1996,165,22,160813026223.063,38624370.0
POL,1998,39,0,175282269666.801,38663481.0
POL,2000,187,24,172953527033.013,38258629.0
POL,2002,27,2,199694463255.567,38230364.0
POL,2004,194,12,256268656145.134,38182222.0
POL,2006,45,2,345897630736.173,38141267.0
POL,2008,257,20,535612030671.888,38125759.0
POL,2010,46,8,478111630683.514,38042794.0
POL,2012,210,12,498148649702.66,38063164.0
POL,2014,58,11,542134167178.627,38011735.0
POL,2016,234,16,473259623976.262,37970087.0
QAT,1984,24,0,6870329670.32967,347878.0
QAT,1988,10,0,6038186813.18681,411264.0
QAT,1992,28,1,7646153846.15385,469657.0
QAT,1996,12,0,9059340659.34066,529019.0
QAT,2000,17,1,17759890109.8901,644989.0
QAT,2004,15,0,31734065934.0659,773332.0
QAT,2008,20,0,115269780219.78,1426938.0
QAT,2012,12,2,186833502362.637,1722438.0
QAT,2016,37,1,151732181868.132,2477113.0
ROU,1988,79,58,40424528301.8868,23057662.0
ROU,1992,196,53,25121666666.6667,22794284.0
ROU,1994,23,0,30072805104.2542,22730211.0
ROU,1996,165,38,36937074278.3004,22619004.0
ROU,1998,16,0,41696091973.7076,22507344.0
ROU,2000,145,46,37253739511.1273,22442971.0
ROU,2002,21,0,46065502702.5817,21730496.0
ROU,2004,108,39,74973656851.8076,21451748.0
ROU,2006,25,0,122023735992.706,21193760.0
ROU,2008,101,22,214315932061.275,20537875.0
ROU,2010,28,0,170064350671.827,20246871.0
ROU,2012,105,16,179117323107.087,20058035.0
ROU,2014,22,0,199722319675.741,19908979.0
ROU,2016,95,16,185290759248.844,19702267.0
RUS,1994,113,36,395077301248.464,148407912.0
RUS,1996,390,115,391724890744.498,148160129.0
RUS,1998,122,52,270955486862.442,147670784.0
RUS,2000,435,187,259710142196.943,146596869.0
RUS,2002,151,38,345470494417.863,145306497.0
RUS,2004,446,189,591016690732.385,144067316.0
RUS,2006,174,41,989932071352.543,143049637.0
RUS,2008,454,142,1660848058303.11,142742366.0
RUS,2010,175,25,1524916715223.95,142849468.0
RUS,2012,429,140,2208293553878.42,143378447.0
RUS,2014,213,68,2059241589895.01,144237223.0
RUS,2016,284,115,1276786350881.14,145015460.0
RWA,1984,3,0,1587413083.94118,6107627.0
RWA,1988,6,0,2395492686.81271,6968071.0
RWA,1992,10,0,2029026961.55894,7683266.0
RWA,1996,4,0,1382334879.40812,6708764.0
RWA,2000,5,0,2068836754.37431,8213931.0
RWA,2004,5,0,2376496067.01198,8816844.0
RWA,2008,4,0,5120655375.24365,9804269.0
RWA,2012,7,0,7556673275.95438,10829901.0
RWA,2016,7,0,8596812240.52305,11919183.0
SEN,1964,12,0,1188930645.34423,3740535.0
SEN,1968,21,0,1309384861.92219,4207587.0
SEN,1972,38,0,1620857103.53492,4741631.0
SEN,1976,21,0,2869777884.45166,5308564.0
SEN,1980,32,0,4510108290.69571,5845638.0
SEN,1984,25,0,3485165431.71354,6499364.0
SEN,1988,23,1,6418419388.63499,7289618.0
SEN,1992,22,0,7769817839.95644,8168395.0
SEN,1994,1,0,5034588195.55806,8624078.0
SEN,1996,11,0,6559712165.96508,9067014.0
SEN,2000,26,0,6013185003.97525,9968260.0
SEN,2004,15,0,10076816666.6196,10975704.0
SEN,2006,1,0,11697918243.0035,11500094.0
SEN,2008,15,0,16853989627.548,12048959.0
SEN,2010,1,0,16121315909.0758,12635413.0
SEN,2012,31,0,17660870411.5235,13310495.0
SEN,2016,22,0,19040312333.1864,15034521.0
SGP,1960,5,1,704751700.302494,1646400.0
SGP,1968,4,0,1425706091.0356,2012000.0
SGP,1972,7,0,2721440980.75851,2152400.0
SGP,1976,4,0,6327077974.10703,2293300.0
SGP,1984,5,0,19749361097.965,2732221.0
SGP,1988,8,0,25371462488.1292,2846108.0
SGP,1992,14,0,52131320032.8797,3230698.0
SGP,1996,14,0,96293086513.0872,3670704.0
SGP,2000,14,0,96076539925.7409,4027887.0
SGP,2004,16,0,115033593101.049,4166664.0
SGP,2008,25,3,193617323539.203,4839396.0
SGP,2012,23,4,295092888076.589,5312437.0
SGP,2016,25,1,320759207438.623,5607283.0
SLE,1968,3,0,329859731.943893,2611532.0
SLE,1980,14,0,1100685844.92284,3272089.0
SLE,1984,7,0,1087471861.98928,3558758.0
SLE,1988,12,0,1055083933.07498,3934517.0
SLE,1992,11,0,679940813.948366,4166366.0
SLE,1996,14,0,941709422.502965,4199210.0
SLE,2000,3,0,635866403.776065,4423611.0
SLE,2004,2,0,2237350687.46606,5355717.0
SLE,2008,3,0,4157895298.19572,5894722.0
SLE,2012,2,0,6141666509.36295,6551080.0
SLE,2016,4,0,6084297211.10217,7205328.0
SMR,2000,4,0,1007661290.98039,26799.0
SMR,2002,1,0,1148872076.47059,27491.0
SMR,2004,5,0,1715341294.5946,29457.0
SMR,2006,1,0,1909765810.58823,30184.0
SMR,2008,4,0,2403214435.9375,31662.0
SMR,2010,1,0,1881191950.0,33270.0
SMR,2012,4,0,1604701051.17188,33469.0
SMR,2014,2,0,1673910988.23529,32655.0
SMR,2016,4,0,1468342400.08249,33101.0
SOM,1972,3,0,447883941.190165,3939436.0
SOM,1984,7,0,787434541.728857,6428389.0
SOM,1988,5,0,1051596967.1287,7235360.0
SOM,1996,4,0,1792234297.39194,7554474.0
SOM,2000,2,0,3412797450.20112,8838713.0
SOM,2004,2,0,3859592813.10255,10280998.0
SOM,2008,2,0,5913620292.90573,11663084.0
SOM,2012,2,0,4364670159.99578,12461160.0
SOM,2016,2,0,6613743069.99912,14348740.0
SRB,2008,87,15,54220641201.6474,7350222.0
SRB,2010,10,0,43536629233.1424,7291436.0
SRB,2012,116,16,45103269969.4112,7201497.0
SRB,2014,8,0,49114321280.3466,7131787.0
SRB,2016,103,54,42225495909.5633,7058322.0
STP,1996,2,0,135188165.74708,136962.0
STP,2000,2,0,76198394.8202671,144018.0
STP,2004,2,0,114582283.916382,157705.0
STP,2008,3,0,188021165.00338,173793.0
STP,2012,2,0,229371348.441006,189439.0
STP,2016,3,0,292267272.196925,203689.0
SUR,1968,1,0,241350000.0,354616.0
SUR,1972,2,0,311950000.0,397413.0
SUR,1976,3,0,505500000.0,388289.0
SUR,1984,5,0,864000000.0,382193.0
SUR,1988,6,1,1161000000.0,402227.0
SUR,1992,6,1,404600000.0,417589.0
SUR,1996,7,0,861372806.2082,438830.0
SUR,2000,4,0,947671969.69697,476643.0
SUR,2004,4,0,1484092538.40527,513923.0
SUR,2008,4,0,3532969034.60838,537245.0
SUR,2012,5,0,4980000000.0,562633.0
SUR,2016,6,0,3317421648.09918,587757.0
SVK,1994,42,0,16187735322.0356,5346331.0
SVK,1996,71,3,21864845213.7406,5373361.0
SVK,1998,37,0,22911708404.9614,5390516.0
SVK,2000,108,6,20626538612.3376,5388720.0
SVK,2002,49,0,24768142566.4057,5376912.0
SVK,2004,64,10,42960730480.0495,5372280.0
SVK,2006,58,1,57111148619.2975,5373054.0
SVK,2008,57,10,96685492864.2317,5379233.0
SVK,2010,68,3,91112160800.7668,5391428.0
SVK,2012,47,5,94724394278.052,5407579.0
SVK,2014,62,1,101713075598.862,5418649.0
SVK,2016,51,8,90347173228.6356,5430798.0
SWE,1960,181,16,15930075466.8898,7484656.0
SWE,1964,151,43,22685490195.3119,7661354.0
SWE,1968,168,25,31277871668.8452,7912273.0
SWE,1972,189,26,48883173399.9664,8122300.0
SWE,1976,155,12,89232517045.8459,8222286.0
SWE,1980,206,43,141886067003.972,8310531.0
SWE,1984,233,64,109043045407.287,8336605.0
SWE,1988,252,46,206686590775.558,8436489.0
SWE,1992,260,42,283908914454.48,8668067.0
SWE,1994,84,24,228699066874.028,8780745.0
SWE,1996,177,31,291949597375.485,8840998.0
SWE,1998,99,7,270887306758.576,8850974.0
SWE,2000,150,32,262903560280.282,8872109.0
SWE,2002,102,26,267371907446.776,8924958.0
SWE,2004,115,12,384545442175.019,8993531.0
SWE,2006,106,64,422528394459.353,9080505.0
SWE,2008,123,7,514614100832.941,9219637.0
SWE,2010,101,18,492750897239.447,9378126.0
SWE,2012,133,22,549739674655.127,9519374.0
SWE,2014,99,51,577727767303.596,9696110.0
SWE,2016,150,28,513058312950.939,9923085.0
SWZ,1972,2,0,146736479.235097,465788.0
SWZ,1984,8,0,494483408.878468,680783.0
SWZ,1988,11,0,692026454.737872,799798.0
SWZ,1992,7,0,1284759927.54594,943416.0
SWZ,1996,6,0,1602741833.70552,989841.0
SWZ,2000,6,0,1697161557.89452,1041414.0
SWZ,2004,3,0,2710331785.24986,1073159.0
SWZ,2008,4,0,3235921170.5095,1098091.0
SWZ,2012,3,0,4747813067.26006,1123863.0
SWZ,2016,2,0,3722306116.72872,1149507.0
SYR,1968,2,0,1753746429.62092,5978742.0
SYR,1972,5,0,3059681697.61273,6826024.0
SYR,1980,67,0,13062420382.1656,8957663.0
SYR,1984,9,1,17503078174.0039,10258398.0
SYR,1988,13,0,10577041644.9944,11782264.0
SYR,1992,8,0,13253565861.1424,13385571.0
SYR,1996,7,1,13789560878.2435,15018104.0
SYR,2000,8,0,18937031609.7969,16637888.0
SYR,2004,6,1,25086910447.9968,18336875.0
SYR,2008,7,0,52557913397.4638,21636564.0
SYR,2012,10,0,43190318032.5627,22759763.0
SYR,2016,7,0,12597854088.3602,19193834.0
THA,1960,20,0,2760750860.62197,26851747.0
THA,1964,54,0,3889129942.30769,30232141.0
THA,1968,41,0,6081009427.88461,34002560.0
THA,1972,33,0,8177873151.04224,37933929.0
THA,1976,42,1,16985208648.2112,41896504.0
THA,1984,35,1,41797647775.6238,49351708.0
THA,1988,14,1,61667253471.3736,52969595.0
THA,1992,46,1,111452746517.655,56528834.0
THA,1996,37,2,183035237429.281,59920064.0
THA,2000,52,3,126392224253.794,63007815.0
THA,2002,1,0,134300904400.022,64266437.0
THA,2004,42,8,172895685154.658,65452047.0
THA,2006,1,0,221758296021.621,66567687.0
THA,2008,47,4,291382982430.951,67619830.0
THA,2012,37,3,397558325278.579,69436098.0
THA,2014,2,0,407339040197.651,70216367.0
THA,2016,54,6,413366349747.508,70859841.0
TJK,1996,8,0,1043654822.33503,6066523.0
TJK,2000,4,0,860541842.263697,6284735.0
TJK,2002,1,0,1221106220.2868,6531669.0
TJK,2004,9,0,2076176869.41089,6790547.0
TJK,2006,1,0,2830213848.6203,7057566.0
TJK,2008,15,2,5161299725.27673,7338403.0
TJK,2010,1,0,5642221099.17704,7652141.0
TJK,2012,16,1,7633036903.07634,8014084.0
TJK,2014,1,0,9112605459.32845,8425552.0
TJK,2016,7,1,6992416096.89018,8865631.0
TKM,1996,7,0,2378759975.44506,4263819.0
TKM,2000,8,0,2904663310.9825,4582677.0
TKM,2004,9,0,6838351088.46688,4958093.0
TKM,2008,10,0,19271523178.8079,5345029.0
TKM,2012,10,0,35164210526.3158,5808546.0
TKM,2016,9,0,33313947368.4211,6360041.0
TLS,2004,2,0,440772000.0,929074.0
TLS,2008,1,0,648523600.0,1032429.0
TLS,2012,2,0,1160555000.0,1134885.0
TLS,2014,1,0,1447535200.0,1181903.0
TLS,2016,3,0,1640464600.0,1228312.0
TTO,1964,13,6,711897520.256199,912963.0
TTO,1968,19,0,758899950.0,969006.0
TTO,1972,19,0,1083391757.89486,1014921.0
TTO,1976,13,1,2500424955.23006,1066311.0
TTO,1980,9,0,6235833333.33333,1121744.0
TTO,1984,16,0,7757083333.33333,1172984.0
TTO,1988,6,0,4496910569.10569,1230069.0
TTO,1992,7,0,5439552941.17647,1271674.0
TTO,1994,2,0,4947181645.55221,1288341.0
TTO,1996,12,2,5759570336.11287,1300928.0
TTO,1998,2,0,6043686653.62189,1310225.0
TTO,2000,19,2,8154342116.10311,1319774.0
TTO,2002,3,0,9008298228.60273,1332011.0
TTO,2004,19,1,13280291989.5755,1345380.0
TTO,2008,28,6,27871587349.5413,1308587.0
TTO,2012,25,10,27147349937.4689,1335194.0
TTO,2016,28,1,23624322192.6274,1353895.0
TUN,1964,9,2,1025866792.15686,4489869.0
TUN,1968,7,2,1214666666.66667,4879899.0
TUN,1972,35,1,2237556148.51085,5396557.0
TUN,1976,15,0,4508191942.16081,5996994.0
TUN,1984,23,0,8254541194.82566,7220044.0
TUN,1988,41,0,10096245762.4352,7974440.0
TUN,1992,13,0,15496708060.4184,8682512.0
TUN,1996,51,1,19587161806.7655,9294432.0
TUN,2000,47,0,21473528160.7782,9764935.0
TUN,2004,54,0,31183885241.4396,10166163.0
TUN,2008,26,1,44859439902.2191,10542635.0
TUN,2012,83,3,47311401812.6733,11009647.0
TUN,2016,61,3,44360072680.4476,11528674.0
TUR,1960,51,9,7566666666.66667,28329898.0
TUR,1964,28,6,11177777777.7778,31543072.0
TUR,1968,40,2,17500000000.0,34921684.0
TUR,1972,43,1,20650000000.0,38430221.0
TUR,1976,36,0,51450000000.0,41899984.0
TUR,1984,53,3,59937602179.8365,49574069.0
TUR,1988,49,2,90875175808.7201,53909626.0
TUR,1992,49,6,159104772991.851,57990118.0
TUR,1994,1,0,130650447499.071,60033836.0
TUR,1996,53,6,250366965174.129,61951134.0
TUR,1998,1,0,276035372654.608,63734383.0
TUR,2000,57,5,274748463178.502,65425961.0
TUR,2002,3,0,240778008473.845,67048795.0
TUR,2004,64,11,410156784495.948,68592617.0
TUR,2006,6,0,559668118237.002,70045349.0
TUR,2008,67,7,775415944332.866,71051678.0
TUR,2010,5,0,782545664268.333,73142150.0
TUR,2012,112,5,885327622479.052,75175827.0
TUR,2014,6,0,942343431928.654,77181884.0
TUR,2016,100,8,870818016909.84,79277962.0
TUV,2008,3,0,31602915.0009478,10321.0
TUV,2012,3,0,38912985.1801769,10934.0
TUV,2016,1,0,41306141.62505,10930.0
UGA,1960,10,0,423145605.043164,7640973.0
UGA,1964,13,0,589247687.30035,8586363.0
UGA,1968,11,2,1037379252.41495,9708632.0
UGA,1972,33,2,1490970180.59639,10885796.0
UGA,1980,13,1,1244610000.0,13275741.0
UGA,1984,26,0,3615647477.05434,14607677.0
UGA,1988,24,0,6508931651.66667,16470483.0
UGA,1992,8,0,2857457761.90922,18785032.0
UGA,1996,10,1,6044585326.938,21231550.0
UGA,2000,13,0,6193246837.09687,24000150.0
UGA,2004,11,0,7939487547.77384,27154515.0
UGA,2008,11,0,14440404132.2047,30539553.0
UGA,2012,15,1,27305915910.7877,34337438.0
UGA,2016,21,0,29203988696.2626,38799152.0
UKR,1994,37,2,52549580264.8064,52075998.0
UKR,1996,231,34,44558831005.0621,51226109.0
UKR,1998,56,1,41882523345.1804,50379731.0
UKR,2000,230,35,32375083934.8241,49556660.0
UKR,2002,68,0,43956163612.0433,48677281.0
UKR,2004,239,47,67220154164.3166,47979507.0
UKR,2006,52,3,111884752475.248,47278694.0
UKR,2008,243,31,188110390659.515,46819175.0
UKR,2010,45,0,141209170427.233,46456003.0
UKR,2012,230,26,182591753827.949,46210056.0
UKR,2014,42,5,133503871861.723,45972380.0
UKR,2016,204,15,93355869403.9223,45616832.0
USA,1960,371,152,541988586206.897,180671000.0
USA,1964,436,177,684144620689.655,191889000.0
USA,1968,453,173,940225000000.0,200706000.0
USA,1972,503,195,1279110000000.0,209896000.0
USA,1976,502,175,1873412000000.0,218035000.0
USA,1980,101,30,2857307000000.0,227225000.0
USA,1984,628,361,4037613000000.0,235825000.0
USA,1988,644,214,5236438000000.0,244499000.0
USA,1992,693,238,6520327000000.0,256514000.0
USA,1994,148,19,7287236000000.0,263126000.0
USA,1996,648,259,8073122000000.0,269394000.0
USA,1998,186,34,9062817000000.0,275854000.0
USA,2000,586,242,10250952000000.0,282162411.0
USA,2002,202,84,10929108000000.0,287625193.0
USA,2004,533,263,12217196000000.0,292805298.0
USA,2006,204,52,13815583000000.0,298379912.0
USA,2008,588,317,14769862000000.0,304093966.0
USA,2010,212,97,15048971000000.0,309378227.0
USA,2012,530,248,16253970000000.0,314339099.0
USA,2014,222,64,17608138000000.0,319257560.0
USA,2016,555,264,18804913000000.0,324353340.0
UZB,1994,7,1,12899074922.38,22463291.0
UZB,1996,71,2,13948892215.5689,23351981.0
UZB,1998,4,0,14988971210.8383,24134929.0
UZB,2000,70,4,13760513969.314,24787054.0
UZB,2002,6,0,9687788512.80184,25399980.0
UZB,2004,69,5,12030023547.8807,26029350.0
UZB,2006,4,0,17330833852.919,26699043.0
UZB,2008,56,6,29549438883.8338,27494774.0
UZB,2010,3,0,55544226552.8467,28385506.0
UZB,2012,53,3,75318846931.3239,29261903.0
UZB,2014,3,0,91303765114.0144,30222994.0
UZB,2016,70,13,97871364319.3985,31284568.0
VEN,1960,36,1,7663938303.07171,8160090.0
VEN,1964,16,0,8192413793.10345,9377712.0
VEN,1968,23,1,10034444444.4444,10697530.0
VEN,1972,23,0,13977727272.7273,12099180.0
VEN,1976,32,1,31419534883.7209,13606284.0
VEN,1980,37,1,59116511627.907,15258218.0
VEN,1984,26,3,59867743467.9335,17008841.0
VEN,1988,17,0,60226413793.1035,18871020.0
VEN,1992,26,0,60416519620.0849,20780948.0
VEN,1996,39,0,70543211119.099,22662113.0
VEN,1998,1,0,91336763255.0597,23601337.0
VEN,2000,50,0,117146466002.661,24526708.0
VEN,2002,4,0,92893587733.6549,25435671.0
VEN,2004,48,2,112451400424.964,26340838.0
VEN,2006,1,0,183477522123.894,27224686.0
VEN,2008,108,1,315953388510.678,28053696.0
VEN,2012,68,1,371846610182.327,29553826.0
VEN,2014,1,0,214838755021.964,30254079.0
VEN,2016,85,3,112948035494.959,30765720.0
YEM,1992,8,0,17959367194.005,14989494.0
YEM,1996,4,0,6496163615.66086,17313177.0
YEM,2000,2,0,9679316770.18633,19624141.0
YEM,2004,3,0,13867634371.4773,22095167.0
YEM,2008,5,0,26910855807.288,25111941.0
YEM,2012,4,0,35401331609.5916,28433647.0
YEM,2016,3,0,31317825274.1507,32109010.0
